Transaction ID,Date,Month,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
753,2/28/2023,February,CUST753,Female,32,Clothing,1,30,30
763,2/28/2023,February,CUST763,Male,34,Clothing,2,25,50
932,2/28/2023,February,CUST932,Female,45,Beauty,4,25,100
399,3/1/2023,March,CUST399,Female,64,Beauty,2,30,60
500,3/1/2023,March,CUST500,Female,60,Beauty,4,25,100
514,3/1/2023,March,CUST514,Female,18,Electronics,1,300,300
947,3/2/2023,March,CUST947,Male,50,Beauty,1,300,300
220,3/3/2023,March,CUST220,Male,64,Beauty,1,500,500
339,3/3/2023,March,CUST339,Female,22,Electronics,2,25,50
785,3/3/2023,March,CUST785,Female,31,Beauty,4,50,200
885,3/3/2023,March,CUST885,Female,52,Clothing,4,30,120
888,3/3/2023,March,CUST888,Female,52,Electronics,4,25,100
621,3/4/2023,March,CUST621,Female,40,Beauty,2,500,1000
52,3/5/2023,March,CUST052,Female,36,Beauty,1,300,300
536,3/5/2023,March,CUST536,Female,55,Beauty,4,30,120
197,3/6/2023,March,CUST197,Female,42,Clothing,4,50,200
750,3/6/2023,March,CUST750,Female,35,Clothing,3,25,75
910,3/6/2023,March,CUST910,Female,20,Beauty,3,50,150
917,3/6/2023,March,CUST917,Female,57,Electronics,4,50,200
198,3/7/2023,March,CUST198,Female,54,Beauty,3,300,900
444,3/7/2023,March,CUST444,Female,61,Clothing,3,30,90
547,3/7/2023,March,CUST547,Male,63,Clothing,4,500,2000
705,3/7/2023,March,CUST705,Male,60,Electronics,2,25,50
423,3/8/2023,March,CUST423,Female,27,Clothing,1,25,25
248,3/9/2023,March,CUST248,Male,26,Clothing,3,300,900
360,3/9/2023,March,CUST360,Male,42,Clothing,4,25,100
377,3/9/2023,March,CUST377,Female,46,Clothing,4,50,200
397,3/10/2023,March,CUST397,Female,30,Beauty,1,25,25
623,3/10/2023,March,CUST623,Male,34,Clothing,3,50,150
717,3/11/2023,March,CUST717,Male,57,Clothing,1,500,500
130,3/12/2023,March,CUST130,Female,57,Clothing,1,500,500
658,3/12/2023,March,CUST658,Male,59,Clothing,1,25,25
7,3/13/2023,March,CUST007,Male,46,Clothing,2,25,50
119,3/13/2023,March,CUST119,Female,60,Clothing,3,50,150
278,3/13/2023,March,CUST278,Female,37,Clothing,4,25,100
117,3/15/2023,March,CUST117,Male,19,Electronics,2,500,1000
442,3/17/2023,March,CUST442,Female,60,Clothing,4,25,100
590,3/17/2023,March,CUST590,Male,36,Clothing,3,300,900
607,3/17/2023,March,CUST607,Male,54,Clothing,3,25,75
436,3/18/2023,March,CUST436,Female,57,Clothing,4,30,120
942,3/18/2023,March,CUST942,Male,51,Clothing,3,500,1500
659,3/19/2023,March,CUST659,Female,39,Electronics,1,30,30
941,3/19/2023,March,CUST941,Female,57,Clothing,2,25,50
136,3/20/2023,March,CUST136,Male,44,Electronics,2,300,600
175,3/20/2023,March,CUST175,Female,31,Electronics,4,25,100
663,3/20/2023,March,CUST663,Male,23,Clothing,4,300,1200
748,3/20/2023,March,CUST748,Male,25,Clothing,3,50,150
806,3/20/2023,March,CUST806,Female,35,Beauty,3,300,900
38,3/21/2023,March,CUST038,Male,38,Beauty,4,50,200
313,3/21/2023,March,CUST313,Female,55,Beauty,3,500,1500
402,3/21/2023,March,CUST402,Female,41,Clothing,2,300,600
459,3/21/2023,March,CUST459,Male,28,Clothing,4,300,1200
,,January,,,,,,,
161,3/22/2023,March,CUST161,Male,64,Beauty,2,500,1000
328,3/22/2023,March,CUST328,Male,39,Beauty,2,50,100
383,3/22/2023,March,CUST383,Female,46,Beauty,3,30,90
973,3/22/2023,March,CUST973,Male,60,Clothing,1,50,50
978,3/22/2023,March,CUST978,Female,53,Clothing,3,50,150
33,3/23/2023,March,CUST033,Female,50,Electronics,2,50,100
138,3/23/2023,March,CUST138,Male,49,Clothing,4,50,200
471,3/23/2023,March,CUST471,Male,32,Clothing,3,50,150
636,3/23/2023,March,CUST636,Female,21,Beauty,3,500,1500
177,3/24/2023,March,CUST177,Male,45,Beauty,2,50,100
426,3/24/2023,March,CUST426,Male,23,Electronics,3,50,150
76,3/25/2023,March,CUST076,Female,22,Electronics,2,50,100
91,3/25/2023,March,CUST091,Female,55,Electronics,1,500,500
461,3/25/2023,March,CUST461,Female,18,Beauty,2,500,1000
764,3/25/2023,March,CUST764,Female,40,Clothing,1,25,25
202,3/26/2023,March,CUST202,Female,34,Clothing,4,300,1200
301,3/26/2023,March,CUST301,Male,30,Clothing,4,30,120
703,3/26/2023,March,CUST703,Male,34,Electronics,2,50,100
294,3/27/2023,March,CUST294,Female,23,Clothing,3,30,90
760,3/27/2023,March,CUST760,Male,27,Beauty,1,500,500
575,3/28/2023,March,CUST575,Male,60,Clothing,2,50,100
88,3/29/2023,March,CUST088,Male,56,Clothing,1,500,500
975,3/30/2023,March,CUST975,Female,56,Clothing,4,50,200
553,3/31/2023,March,CUST553,Male,24,Clothing,4,300,1200
462,4/1/2023,April,CUST462,Male,63,Electronics,4,300,1200
614,4/1/2023,April,CUST614,Female,39,Beauty,4,300,1200
808,4/1/2023,April,CUST808,Male,33,Beauty,4,500,2000
166,4/2/2023,April,CUST166,Male,34,Clothing,4,500,2000
465,4/2/2023,April,CUST465,Female,43,Electronics,3,50,150
502,4/2/2023,April,CUST502,Male,43,Electronics,3,50,150
905,4/2/2023,April,CUST905,Male,58,Beauty,1,300,300
280,4/4/2023,April,CUST280,Female,37,Clothing,3,500,1500
719,4/4/2023,April,CUST719,Female,42,Clothing,2,30,60
834,4/4/2023,April,CUST834,Female,56,Beauty,2,30,60
891,4/5/2023,April,CUST891,Male,41,Electronics,3,300,900
928,4/5/2023,April,CUST928,Female,35,Clothing,4,300,1200
332,4/6/2023,April,CUST332,Male,58,Electronics,4,300,1200
255,4/8/2023,April,CUST255,Male,48,Clothing,1,30,30
275,4/8/2023,April,CUST275,Male,43,Clothing,2,500,1000
314,4/8/2023,April,CUST314,Male,52,Clothing,4,30,120
517,4/8/2023,April,CUST517,Female,47,Clothing,4,25,100
847,4/8/2023,April,CUST847,Female,18,Electronics,4,300,1200
61,4/9/2023,April,CUST061,Male,21,Beauty,4,50,200
274,4/9/2023,April,CUST274,Female,23,Clothing,2,500,1000
486,4/9/2023,April,CUST486,Female,35,Electronics,1,25,25
548,4/9/2023,April,CUST548,Female,51,Clothing,2,30,60
886,4/9/2023,April,CUST886,Male,37,Electronics,3,300,900
892,4/9/2023,April,CUST892,Male,20,Electronics,1,50,50
601,4/10/2023,April,CUST601,Male,19,Clothing,1,30,30
901,4/10/2023,April,CUST901,Male,31,Electronics,1,30,30
527,4/11/2023,April,CUST527,Male,57,Clothing,2,25,50
23,4/12/2023,April,CUST023,Female,35,Clothing,4,30,120
174,4/12/2023,April,CUST174,Female,39,Beauty,1,300,300
589,4/12/2023,April,CUST589,Female,36,Beauty,2,500,1000
774,4/12/2023,April,CUST774,Female,40,Clothing,2,25,50
1000,4/12/2023,April,CUST1000,Male,47,Electronics,4,30,120
210,4/13/2023,April,CUST210,Male,37,Electronics,4,50,200
478,4/13/2023,April,CUST478,Female,58,Clothing,2,30,60
745,4/13/2023,April,CUST745,Male,54,Beauty,2,50,100
354,4/15/2023,April,CUST354,Female,49,Beauty,4,50,200
408,4/15/2023,April,CUST408,Female,64,Beauty,1,500,500
674,4/16/2023,April,CUST674,Female,38,Clothing,1,300,300
967,4/17/2023,April,CUST967,Male,62,Beauty,1,25,25
79,4/18/2023,April,CUST079,Male,34,Beauty,1,300,300
406,4/18/2023,April,CUST406,Female,22,Beauty,4,25,100
450,4/18/2023,April,CUST450,Female,59,Beauty,2,25,50
562,4/18/2023,April,CUST562,Male,54,Electronics,2,25,50
108,4/19/2023,April,CUST108,Female,27,Beauty,3,25,75
111,4/19/2023,April,CUST111,Female,34,Electronics,3,500,1500
207,4/19/2023,April,CUST207,Female,42,Beauty,2,25,50
724,4/19/2023,April,CUST724,Male,61,Clothing,3,50,150
836,4/19/2023,April,CUST836,Female,22,Clothing,1,50,50
969,4/19/2023,April,CUST969,Female,40,Clothing,3,300,900
246,4/20/2023,April,CUST246,Female,48,Electronics,2,25,50
298,4/20/2023,April,CUST298,Male,27,Beauty,4,300,1200
374,4/20/2023,April,CUST374,Female,59,Beauty,3,25,75
572,4/20/2023,April,CUST572,Male,31,Clothing,4,500,2000
665,4/20/2023,April,CUST665,Male,57,Clothing,1,50,50
39,4/21/2023,April,CUST039,Male,23,Clothing,4,30,120
893,4/21/2023,April,CUST893,Male,49,Electronics,1,50,50
17,4/22/2023,April,CUST017,Female,27,Clothing,4,25,100
316,4/22/2023,April,CUST316,Female,48,Clothing,2,25,50
755,4/22/2023,April,CUST755,Female,58,Clothing,3,25,75
28,4/23/2023,April,CUST028,Female,43,Beauty,1,500,500
98,4/23/2023,April,CUST098,Female,55,Beauty,2,50,100
129,4/23/2023,April,CUST129,Female,21,Beauty,2,300,600
230,4/23/2023,April,CUST230,Male,54,Beauty,1,25,25
613,4/23/2023,April,CUST613,Female,52,Clothing,3,30,90
691,4/23/2023,April,CUST691,Female,51,Clothing,3,30,90
693,4/23/2023,April,CUST693,Male,41,Beauty,3,500,1500
477,4/24/2023,April,CUST477,Male,43,Clothing,4,30,120
863,4/24/2023,April,CUST863,Female,30,Electronics,2,25,50
6,4/25/2023,April,CUST006,Female,45,Beauty,1,30,30
483,4/25/2023,April,CUST483,Male,55,Clothing,1,30,30
738,4/25/2023,April,CUST738,Male,41,Clothing,2,50,100
222,4/26/2023,April,CUST222,Male,51,Clothing,4,30,120
588,4/26/2023,April,CUST588,Male,38,Electronics,2,30,60
953,4/26/2023,April,CUST953,Male,45,Beauty,3,30,90
66,4/27/2023,April,CUST066,Female,45,Electronics,1,30,30
482,4/27/2023,April,CUST482,Female,28,Clothing,4,300,1200
903,4/27/2023,April,CUST903,Female,51,Beauty,4,50,200
102,4/28/2023,April,CUST102,Female,47,Beauty,2,25,50
228,4/28/2023,April,CUST228,Female,59,Electronics,2,30,60
236,4/28/2023,April,CUST236,Female,54,Clothing,1,25,25
660,4/29/2023,April,CUST660,Female,38,Beauty,2,500,1000
884,4/29/2023,April,CUST884,Female,26,Clothing,2,30,60
987,4/29/2023,April,CUST987,Female,30,Clothing,3,300,900
18,4/30/2023,April,CUST018,Female,47,Electronics,2,25,50
69,4/30/2023,April,CUST069,Female,56,Beauty,3,25,75
995,4/30/2023,April,CUST995,Female,41,Clothing,1,30,30
337,5/1/2023,May,CUST337,Male,38,Clothing,1,500,500
585,5/1/2023,May,CUST585,Female,24,Clothing,1,25,25
652,5/1/2023,May,CUST652,Female,34,Beauty,2,50,100
242,5/2/2023,May,CUST242,Male,21,Clothing,1,25,25
293,5/2/2023,May,CUST293,Male,50,Electronics,3,30,90
460,5/2/2023,May,CUST460,Male,40,Beauty,1,50,50
188,5/3/2023,May,CUST188,Male,40,Clothing,3,25,75
357,5/3/2023,May,CUST357,Female,40,Electronics,3,25,75
646,5/3/2023,May,CUST646,Male,38,Clothing,3,30,90
749,5/3/2023,May,CUST749,Male,42,Beauty,1,30,30
974,5/3/2023,May,CUST974,Male,47,Beauty,1,30,30
190,5/4/2023,May,CUST190,Female,60,Beauty,3,30,90
849,5/4/2023,May,CUST849,Male,32,Clothing,2,25,50
853,5/4/2023,May,CUST853,Male,21,Beauty,2,500,1000
252,5/5/2023,May,CUST252,Male,54,Electronics,1,300,300
606,5/5/2023,May,CUST606,Male,22,Electronics,1,50,50
779,5/5/2023,May,CUST779,Female,56,Electronics,2,500,1000
824,5/5/2023,May,CUST824,Male,63,Clothing,4,30,120
866,5/5/2023,May,CUST866,Male,24,Electronics,1,50,50
5,5/6/2023,May,CUST005,Male,30,Beauty,2,50,100
90,5/6/2023,May,CUST090,Female,51,Electronics,1,30,30
380,5/6/2023,May,CUST380,Male,56,Electronics,2,300,600
593,5/6/2023,May,CUST593,Male,35,Electronics,2,30,60
820,5/6/2023,May,CUST820,Male,49,Electronics,4,50,200
120,5/7/2023,May,CUST120,Male,60,Beauty,1,50,50
221,5/7/2023,May,CUST221,Male,39,Beauty,2,300,600
341,5/7/2023,May,CUST341,Male,31,Clothing,4,50,200
640,5/7/2023,May,CUST640,Female,51,Electronics,4,30,120
744,5/7/2023,May,CUST744,Male,40,Electronics,1,25,25
273,5/8/2023,May,CUST273,Female,22,Beauty,1,50,50
283,5/8/2023,May,CUST283,Female,18,Electronics,1,500,500
452,5/8/2023,May,CUST452,Female,48,Clothing,3,500,1500
469,5/8/2023,May,CUST469,Male,18,Beauty,3,25,75
620,5/8/2023,May,CUST620,Male,63,Electronics,3,25,75
946,5/8/2023,May,CUST946,Male,62,Electronics,4,500,2000
148,5/9/2023,May,CUST148,Male,18,Clothing,2,30,60
414,5/9/2023,May,CUST414,Male,48,Beauty,4,25,100
883,5/9/2023,May,CUST883,Male,40,Electronics,1,500,500
731,5/10/2023,May,CUST731,Male,54,Clothing,4,500,2000
930,5/10/2023,May,CUST930,Male,54,Clothing,4,50,200
518,5/11/2023,May,CUST518,Female,40,Clothing,1,30,30
758,5/12/2023,May,CUST758,Male,64,Clothing,4,25,100
639,5/13/2023,May,CUST639,Female,62,Beauty,4,50,200
838,5/13/2023,May,CUST838,Male,47,Electronics,2,300,600
353,5/14/2023,May,CUST353,Male,31,Electronics,1,500,500
501,5/14/2023,May,CUST501,Male,39,Electronics,2,30,60
721,5/14/2023,May,CUST721,Female,52,Clothing,1,500,500
123,5/15/2023,May,CUST123,Female,40,Electronics,2,30,60
164,5/15/2023,May,CUST164,Female,47,Beauty,3,500,1500
425,5/15/2023,May,CUST425,Female,55,Electronics,4,30,120
48,5/16/2023,May,CUST048,Male,54,Electronics,3,300,900
118,5/16/2023,May,CUST118,Female,30,Electronics,4,500,2000
203,5/16/2023,May,CUST203,Male,56,Clothing,2,500,1000
305,5/16/2023,May,CUST305,Female,18,Beauty,1,30,30
358,5/16/2023,May,CUST358,Female,32,Beauty,1,300,300
376,5/16/2023,May,CUST376,Female,64,Beauty,1,30,30
398,5/16/2023,May,CUST398,Female,48,Clothing,2,300,600
411,5/16/2023,May,CUST411,Male,62,Electronics,4,50,200
504,5/16/2023,May,CUST504,Female,38,Beauty,3,50,150
970,5/16/2023,May,CUST970,Male,59,Electronics,4,500,2000
996,5/16/2023,May,CUST996,Male,62,Clothing,1,50,50
81,5/17/2023,May,CUST081,Male,40,Electronics,1,50,50
155,5/17/2023,May,CUST155,Male,31,Electronics,4,500,2000
470,5/17/2023,May,CUST470,Female,57,Clothing,2,500,1000
106,5/18/2023,May,CUST106,Female,46,Clothing,1,50,50
818,5/18/2023,May,CUST818,Male,30,Electronics,1,500,500
94,5/19/2023,May,CUST094,Female,47,Beauty,2,500,1000
811,5/19/2023,May,CUST811,Male,61,Beauty,2,25,50
881,5/19/2023,May,CUST881,Male,22,Electronics,1,300,300
403,5/20/2023,May,CUST403,Male,32,Clothing,2,300,600
653,5/20/2023,May,CUST653,Male,54,Clothing,3,25,75
694,5/20/2023,May,CUST694,Female,39,Electronics,2,25,50
4,5/21/2023,May,CUST004,Male,37,Clothing,1,500,500
647,5/21/2023,May,CUST647,Male,59,Clothing,3,500,1500
911,5/21/2023,May,CUST911,Male,42,Electronics,3,300,900
419,5/22/2023,May,CUST419,Female,44,Clothing,3,30,90
642,5/22/2023,May,CUST642,Female,54,Clothing,4,25,100
843,5/22/2023,May,CUST843,Male,21,Beauty,3,500,1500
895,5/22/2023,May,CUST895,Female,55,Clothing,4,30,120
31,5/23/2023,May,CUST031,Male,44,Electronics,4,300,1200
37,5/23/2023,May,CUST037,Female,18,Beauty,3,25,75
72,5/23/2023,May,CUST072,Female,20,Electronics,4,500,2000
243,5/23/2023,May,CUST243,Female,47,Electronics,3,300,900
281,5/23/2023,May,CUST281,Female,29,Beauty,4,500,2000
489,5/23/2023,May,CUST489,Male,44,Electronics,1,30,30
491,5/23/2023,May,CUST491,Female,60,Electronics,3,300,900
729,5/23/2023,May,CUST729,Male,29,Clothing,4,300,1200
822,5/23/2023,May,CUST822,Female,52,Beauty,3,50,150
840,5/24/2023,May,CUST840,Male,62,Clothing,2,25,50
404,5/25/2023,May,CUST404,Male,46,Electronics,2,500,1000
899,5/25/2023,May,CUST899,Male,26,Clothing,2,300,600
990,5/25/2023,May,CUST990,Female,58,Beauty,2,500,1000
382,5/26/2023,May,CUST382,Female,53,Clothing,2,500,1000
578,5/26/2023,May,CUST578,Female,54,Clothing,4,30,120
923,5/26/2023,May,CUST923,Male,32,Beauty,3,300,900
307,5/27/2023,May,CUST307,Female,26,Electronics,2,25,50
561,5/27/2023,May,CUST561,Female,64,Clothing,4,500,2000
651,5/27/2023,May,CUST651,Male,51,Clothing,3,50,150
988,5/28/2023,May,CUST988,Female,63,Clothing,3,25,75
67,5/29/2023,May,CUST067,Female,48,Beauty,4,300,1200
915,5/30/2023,May,CUST915,Female,26,Beauty,3,30,90
985,5/30/2023,May,CUST985,Female,19,Electronics,2,25,50
56,5/31/2023,May,CUST056,Female,26,Clothing,3,300,900
159,5/31/2023,May,CUST159,Male,26,Clothing,4,50,200
862,5/31/2023,May,CUST862,Male,28,Electronics,4,300,1200
315,6/1/2023,June,CUST315,Male,47,Clothing,2,30,60
545,6/1/2023,June,CUST545,Male,27,Clothing,2,25,50
902,6/1/2023,June,CUST902,Female,54,Beauty,1,50,50
170,6/2/2023,June,CUST170,Female,25,Clothing,2,25,50
685,6/2/2023,June,CUST685,Male,57,Electronics,2,25,50
958,6/2/2023,June,CUST958,Male,62,Electronics,2,25,50
